K,width,update,lead_hours,pressure_hpa,field,rmse,baseline_rmse,rmse_ratio
1,128,400,6,10,specific_cloud_liquid_water_content,4.728687730120565e-06,2.5969440454393827e-06,1.8208662363845842
1,128,400,6,20,specific_cloud_liquid_water_content,4.238969763591716e-06,2.2785213747666373e-06,1.8604037734892283
1,128,400,6,30,specific_cloud_liquid_water_content,3.919464223209439e-06,1.9447560652356706e-06,2.015401465136692
1,128,400,6,50,specific_cloud_liquid_water_content,6.576402806498958e-06,1.9026943828573445e-06,3.456363179368269
1,128,400,6,70,specific_cloud_liquid_water_content,8.494421778389533e-06,1.5165505909421657e-06,5.601146331104144
1,128,400,6,100,specific_cloud_liquid_water_content,7.348199370131467e-06,1.5032028760004338e-06,4.888361702502056
1,128,400,6,125,specific_cloud_liquid_water_content,4.758050843993928e-06,1.3879582471183588e-06,3.4280936432147464
1,128,400,6,150,specific_cloud_liquid_water_content,4.4145899634629105e-06,1.480373494315754e-06,2.982078496010485
1,128,400,6,175,specific_cloud_liquid_water_content,2.6270039389997654e-06,1.6357976890769738e-06,1.6059467234497051
1,128,400,6,200,specific_cloud_liquid_water_content,2.7129413223512473e-06,1.8112852966820385e-06,1.4977990089804665
1,128,400,6,225,specific_cloud_liquid_water_content,2.339452118796477e-06,1.6772163907512642e-06,1.3948421513747442
1,128,400,6,250,specific_cloud_liquid_water_content,2.402959473820807e-06,1.7577519747550994e-06,1.3670640160456096
1,128,400,6,300,specific_cloud_liquid_water_content,3.125896847712209e-06,2.2215981351880656e-06,1.4070487358631094
1,128,400,6,350,specific_cloud_liquid_water_content,3.7635097241707358e-06,2.753910700547746e-06,1.366605577814191
1,128,400,6,400,specific_cloud_liquid_water_content,5.254004364796937e-06,3.771407205589865e-06,1.3931151101927184
1,128,400,6,450,specific_cloud_liquid_water_content,7.46597232391298e-06,5.561933571204527e-06,1.3423339614421361
1,128,400,6,500,specific_cloud_liquid_water_content,1.038713411997502e-05,8.249067358806768e-06,1.2591889080509973
1,128,400,6,550,specific_cloud_liquid_water_content,1.2641724217259045e-05,1.1006397365588961e-05,1.1485796666566723
1,128,400,6,600,specific_cloud_liquid_water_content,1.271775183159655e-05,9.540017729517219e-06,1.3330951987905943
1,128,400,6,650,specific_cloud_liquid_water_content,1.340435329267903e-05,9.543024885674254e-06,1.4046231098905866
1,128,400,6,700,specific_cloud_liquid_water_content,1.5257538777453261e-05,1.0752393249598763e-05,1.4189900260597903
1,128,400,6,750,specific_cloud_liquid_water_content,1.909102236257157e-05,1.2409822064669506e-05,1.538380023749357
1,128,400,6,775,specific_cloud_liquid_water_content,2.2942512643963207e-05,1.307133403266907e-05,1.7551775959992444
1,128,400,6,800,specific_cloud_liquid_water_content,3.1992568128451925e-05,1.4138016620359287e-05,2.2628752665618883
1,128,400,6,825,specific_cloud_liquid_water_content,5.336305842544972e-05,1.60658139419533e-05,3.3215284714645326
1,128,400,6,850,specific_cloud_liquid_water_content,0.00014186238138506186,1.7874178422521548e-05,7.936721791157383
1,128,400,6,875,specific_cloud_liquid_water_content,0.00021005986462854244,1.8107670967379836e-05,11.600600928024148
1,128,400,6,900,specific_cloud_liquid_water_content,9.183421200536384e-05,1.7254756612115812e-05,5.322254846578386
1,128,400,6,925,specific_cloud_liquid_water_content,3.270862345628816e-05,1.5449699350835324e-05,2.1171042046536455
1,128,400,6,950,specific_cloud_liquid_water_content,2.371987974707942e-05,1.305610728390447e-05,1.8167650763961793
1,128,400,6,975,specific_cloud_liquid_water_content,1.5608473092587763e-05,9.737965528549028e-06,1.602847437365436
1,128,400,6,1000,specific_cloud_liquid_water_content,1.0437844842090836e-05,7.395349420625011e-06,1.4114065811387573
1,128,500,6,1,geopotential,3090.183095236997,30017.112690917347,0.1029473796182946
1,128,500,6,2,geopotential,2098.280173335282,20502.3884876883,0.10234320623644905
1,128,500,6,3,geopotential,1509.3220042326025,15455.170984071645,0.09765805928566787
1,128,500,6,5,geopotential,1185.5555048146225,9454.636002500229,0.12539409285572797
1,128,500,6,7,geopotential,919.3839966307855,5951.390274193691,0.15448222251822427
1,128,500,6,10,geopotential,784.4562668155439,2712.6580123551735,0.2891836210988006
1,128,500,6,20,geopotential,585.5040828466073,1383.490532900262,0.4232078709054796
1,128,500,6,30,geopotential,343.24607826000357,1782.3774993327822,0.19257765450276096
1,128,500,6,50,geopotential,383.10676355344447,48.71837840567823,7.86370105267692
1,128,500,6,70,geopotential,413.7951639193306,44.25181490018717,9.35091961431802
1,128,500,6,100,geopotential,235.99339181515984,32.36684696735586,7.29120732869578
1,128,500,6,125,geopotential,192.85798026212723,27.250452833998416,7.077239465962646
1,128,500,6,150,geopotential,151.06915023875342,25.853203015822537,5.843343671818803
1,128,500,6,175,geopotential,153.8246176472837,25.879460085026363,5.943888208714421
1,128,500,6,200,geopotential,139.5360953765822,26.94857391969595,5.177865655985575
1,128,500,6,225,geopotential,136.2024193297535,27.00899913723362,5.042853259304593
1,128,500,6,250,geopotential,134.50029883423755,27.853511372988223,4.828845348549959
1,128,500,6,300,geopotential,134.97945909103456,29.16670333614647,4.627861350506271
1,128,500,6,350,geopotential,139.02740110501625,29.207937994145585,4.759918387011188
1,128,500,6,400,geopotential,138.7547751380738,28.084448168897442,4.9406267235024375
1,128,500,6,450,geopotential,137.74006013535993,26.924804839753435,5.1157310500535935
1,128,500,6,500,geopotential,132.3564318457817,25.5906557844183,5.172060964782748
1,128,500,6,550,geopotential,138.20778320829606,24.343130155875908,5.67748610483996
1,128,500,6,600,geopotential,134.97478551299935,23.777138524480296,5.676662285246518
1,128,500,6,650,geopotential,133.15657227632474,23.42100179145581,5.685349135018701
1,128,500,6,700,geopotential,140.15241436814534,23.71434595430227,5.910026556845385
1,128,500,6,750,geopotential,140.63107465815804,23.925957089770304,5.877761718392689
1,128,500,6,775,geopotential,139.5080662275914,24.122567562987896,5.783300880526646
1,128,500,6,800,geopotential,147.28131292916706,24.41477679319394,6.032466083008565
1,128,500,6,825,geopotential,155.42770447991418,24.82136838384357,6.26185076005251
1,128,500,6,850,geopotential,175.93953829622265,25.2001591806623,6.981683609015945
1,128,500,6,875,geopotential,177.83095687525088,25.662939695315867,6.92948504678556
1,128,500,6,900,geopotential,158.08133567245693,26.37463086834615,5.993689028731783
1,128,500,6,925,geopotential,154.07528101338787,27.231975129279554,5.657881232703081
1,128,500,6,950,geopotential,151.5896090078727,28.138298628468174,5.387305430560253
1,128,500,6,975,geopotential,145.71123883733543,29.473191721908822,4.943856783892914
1,128,500,6,1000,geopotential,141.78680484222858,31.291805198544278,4.531116180182044
1,128,500,6,1,temperature,7.119503996164958,8.585644145124043,0.8292335293454092
1,128,500,6,2,temperature,11.299509433943049,6.857750280841892,1.6476991682694904
1,128,500,6,3,temperature,10.534355031175414,5.595503425158137,1.8826465164531103
1,128,500,6,5,temperature,7.459312623974924,4.228495628067508,1.764058256194521
1,128,500,6,7,temperature,6.451309843468513,3.497812416957201,1.8443841677137744
1,128,500,6,10,temperature,5.1855794549470575,2.581661702999672,2.0086208231395517
1,128,500,6,20,temperature,3.122366617462436,2.3380640474223027,1.3354495660222911
1,128,500,6,30,temperature,3.6118251223897793,2.0263439145660045,1.7824344112698893
1,128,500,6,50,temperature,1.1145892730764508,0.5925003334836259,1.8811622712905245
1,128,500,6,70,temperature,3.2518799733968797,0.5706100911703732,5.6989527940646445
1,128,500,6,100,temperature,5.377327466825653,0.45749890306441693,11.753749420615579
1,128,500,6,125,temperature,4.580813908216243,0.36691240447176915,12.484761628081445
1,128,500,6,150,temperature,1.2356925693202774,0.327471433827833,3.773436219691573
1,128,500,6,175,temperature,0.6883239547165599,0.30621465563802763,2.2478478480475435
1,128,500,6,200,temperature,0.7724658969928205,0.31506225114522685,2.4517881599111506
1,128,500,6,225,temperature,0.869838638407937,0.32288913260873686,2.6939235501058807
1,128,500,6,250,temperature,1.0465604519205884,0.31689929214080653,3.3025017028298524
1,128,500,6,300,temperature,1.0196870228872312,0.31351115945525054,3.2524744084357793
1,128,500,6,350,temperature,1.1863120360273982,0.3036021504230704,3.9074559728060856
1,128,500,6,400,temperature,0.7263343978045048,0.30196674989182404,2.405345615253022
1,128,500,6,450,temperature,0.521570120445876,0.30076424636283866,1.7341493437243853
1,128,500,6,500,temperature,0.6497995005058329,0.30229639005800685,2.149544360689007
1,128,500,6,550,temperature,1.047683527280992,0.31002479252728576,3.3793540146915304
1,128,500,6,600,temperature,1.062984676714854,0.3179765382408303,3.3429657502270396
1,128,500,6,650,temperature,1.7347756327281565,0.33060825539124505,5.2472241828178365
1,128,500,6,700,temperature,1.0756395888081192,0.34310377892444033,3.1350269361067014
1,128,500,6,750,temperature,1.5488916514967552,0.36546232228631653,4.238170550132106
1,128,500,6,775,temperature,0.912495078615658,0.3751180538068075,2.432554416817297
1,128,500,6,800,temperature,1.4103656511771376,0.39138594820423345,3.6035163184785035
1,128,500,6,825,temperature,1.911349478236933,0.4166086232846167,4.58787785804219
1,128,500,6,850,temperature,3.73724337957964,0.4357134643717728,8.577296056177953
1,128,500,6,875,temperature,3.7421122326647223,0.4444190285900196,8.420234040241453
1,128,500,6,900,temperature,1.514064658509243,0.44668719440069277,3.3895412214371166
1,128,500,6,925,temperature,1.2368391913011636,0.4469750334402169,2.767132610923763
1,128,500,6,950,temperature,1.3089045554991119,0.4578317390549868,2.858920524384853
1,128,500,6,975,temperature,1.4439194416601655,0.4764615387155689,3.030505768739784
1,128,500,6,1000,temperature,1.4187252429427955,0.49038267063452684,2.8930982432699897
1,128,500,6,1,u_component_of_wind,29.750434469645768,27.204844325386265,1.0935712079000606
1,128,500,6,2,u_component_of_wind,20.7248675378784,22.446676899018403,0.9232933512213873
1,128,500,6,3,u_component_of_wind,16.747547494404756,17.96488830999068,0.9322377743418013
1,128,500,6,5,u_component_of_wind,16.908846790860068,12.295344974765397,1.3752234545320432
1,128,500,6,7,u_component_of_wind,12.626393938199515,9.294833048770784,1.3584314932767212
1,128,500,6,10,u_component_of_wind,10.241942518364393,7.639593738633105,1.3406396817374358
1,128,500,6,20,u_component_of_wind,8.93934031144055,5.407237474167488,1.65321762806744
1,128,500,6,30,u_component_of_wind,7.2340167606241526,4.887009149787574,1.480254392594824
1,128,500,6,50,u_component_of_wind,8.131513401987158,1.0080882920647531,8.066271045894501
1,128,500,6,70,u_component_of_wind,3.2134317054771726,0.9873005182055209,3.2547655412131062
1,128,500,6,100,u_component_of_wind,5.652733935739997,0.9996051790556035,5.654966635007361
1,128,500,6,125,u_component_of_wind,7.83342892146186,0.9860765232044753,7.944037543866665
1,128,500,6,150,u_component_of_wind,4.496173355972291,1.008586578339923,4.4578952888434635
1,128,500,6,175,u_component_of_wind,4.738833849692903,1.0400778167887839,4.556230094709589
1,128,500,6,200,u_component_of_wind,12.975365223635503,1.0819338724505698,11.992752564670543
1,128,500,6,225,u_component_of_wind,4.213072477845451,1.1608111637816696,3.6294210542567313
1,128,500,6,250,u_component_of_wind,4.876102897091574,1.2270676950135933,3.97378475279439
1,128,500,6,300,u_component_of_wind,9.724850748966569,1.2830383898066335,7.579547756503373
1,128,500,6,350,u_component_of_wind,9.054044079200635,1.2326156977467604,7.345390859252856
1,128,500,6,400,u_component_of_wind,4.982951170726942,1.156851315813363,4.3073393292754405
1,128,500,6,450,u_component_of_wind,2.445240321000126,1.0782033970540394,2.2678840816873915
1,128,500,6,500,u_component_of_wind,1.900354985473781,1.0116793591201603,1.8784162870798176
1,128,500,6,550,u_component_of_wind,2.7086451344127878,0.9726858959108473,2.7847069087769025
1,128,500,6,600,u_component_of_wind,2.245099536290275,0.9395080895405804,2.389654289606095
1,128,500,6,650,u_component_of_wind,4.562920285002242,0.9249772579484165,4.933008077542058
1,128,500,6,700,u_component_of_wind,3.1273733436264735,0.9065132547455201,3.4498925716253335
1,128,500,6,750,u_component_of_wind,1.8539556928659688,0.891739235815678,2.0790334420691345
1,128,500,6,775,u_component_of_wind,2.1243361985344333,0.8804262263120204,2.4128497482781426
1,128,500,6,800,u_component_of_wind,3.140930414502978,0.8758255989947605,3.586250982053983
1,128,500,6,825,u_component_of_wind,2.27201859564166,0.871877105839213,2.6058931705228807
1,128,500,6,850,u_component_of_wind,2.511975907211405,0.8621702091975713,2.913549877290844
1,128,500,6,875,u_component_of_wind,3.7168022145682373,0.8469161548081213,4.388630673139446
1,128,500,6,900,u_component_of_wind,3.6347296008171823,0.8358403242679547,4.348593260322239
1,128,500,6,925,u_component_of_wind,2.8729697806613927,0.8269162330630735,3.4743177915607024
1,128,500,6,950,u_component_of_wind,2.417555103053929,0.8123438089459414,2.9760245310305664
1,128,500,6,975,u_component_of_wind,2.342913243568195,0.772936429394987,3.031184913100941
1,128,500,6,1000,u_component_of_wind,3.1215349750709063,0.706530603585151,4.4181171476950745
1,128,500,6,1,v_component_of_wind,12.525008453790994,10.217615421462448,1.22582500291426
1,128,500,6,2,v_component_of_wind,9.532929266318988,8.013975230005627,1.1895381496346717
1,128,500,6,3,v_component_of_wind,8.401581165282154,6.99604354491347,1.2009046415084983
1,128,500,6,5,v_component_of_wind,6.575862302434243,5.856882113139169,1.1227581801044166
1,128,500,6,7,v_component_of_wind,5.7074965040069365,5.04879805780746,1.130466387971463
1,128,500,6,10,v_component_of_wind,5.242135084540657,4.212054649797571,1.2445553347206908
1,128,500,6,20,v_component_of_wind,5.661359934875078,3.132682837034625,1.8071921829897342
1,128,500,6,30,v_component_of_wind,4.184328626680244,2.934383552770658,1.4259651308123584
1,128,500,6,50,v_component_of_wind,5.024848266329737,1.0162184764490427,4.944653519672257
1,128,500,6,70,v_component_of_wind,16.961564710550277,1.0146993114070182,16.71585317923471
1,128,500,6,100,v_component_of_wind,6.626080326322351,1.0124299104952352,6.544729919211069
1,128,500,6,125,v_component_of_wind,5.839219702626946,0.9845476252423212,5.930865661465357
1,128,500,6,150,v_component_of_wind,7.563220741742496,0.990590970267721,7.63505924115019
1,128,500,6,175,v_component_of_wind,4.0348155630257585,1.0026061549574068,4.024327541852331
1,128,500,6,200,v_component_of_wind,2.2869557790450474,1.0506483400486595,2.176709077500784
1,128,500,6,225,v_component_of_wind,3.068464179787098,1.1539458111821337,2.6591059563218824
1,128,500,6,250,v_component_of_wind,8.597704960591415,1.2472675204999661,6.893232461585332
1,128,500,6,300,v_component_of_wind,15.17552913389857,1.347740651303455,11.259977295499468
1,128,500,6,350,v_component_of_wind,6.3565072932178905,1.3290593707296534,4.782711316897881
1,128,500,6,400,v_component_of_wind,5.373169248548175,1.2521074225075,4.291300532176177
1,128,500,6,450,v_component_of_wind,3.2003466543244454,1.1675815532403064,2.7410048107070124
1,128,500,6,500,v_component_of_wind,1.8430340556195957,1.093600898328093,1.6852894492289126
1,128,500,6,550,v_component_of_wind,2.182093971128437,1.0396268502141275,2.0989203680907242
1,128,500,6,600,v_component_of_wind,2.7113374134293173,0.9974577749310111,2.718247811158569
1,128,500,6,650,v_component_of_wind,7.24337639538775,0.9792344605076282,7.3969786476191155
1,128,500,6,700,v_component_of_wind,2.5403120500200647,0.9604954173243057,2.6447935140562397
1,128,500,6,750,v_component_of_wind,3.753600744329083,0.9424057204498179,3.982998683982371
1,128,500,6,775,v_component_of_wind,5.029369589061138,0.9308451007215435,5.4030145135454095
1,128,500,6,800,v_component_of_wind,6.3540795768473135,0.9278565426619727,6.848127145407399
1,128,500,6,825,v_component_of_wind,3.5555110402425836,0.924852716790928,3.844407845369764
1,128,500,6,850,v_component_of_wind,3.165648432542909,0.9187872484327434,3.4454640483341876
1,128,500,6,875,v_component_of_wind,3.670342584237213,0.905953755531246,4.051357546484197
1,128,500,6,900,v_component_of_wind,5.4657460263062125,0.8963129279150315,6.0980332382580045
1,128,500,6,925,v_component_of_wind,3.990272668566924,0.891872274973568,4.474040488236033
1,128,500,6,950,v_component_of_wind,4.480366140931233,0.8758473474280674,5.115464645851659
1,128,500,6,975,v_component_of_wind,6.143975247175623,0.8252007431177929,7.4454310644005375
1,128,500,6,1000,v_component_of_wind,5.482037771868146,0.7474144380338668,7.33466935197169
1,128,500,6,1,specific_humidity,4.095528016438011e-07,9.093771566984339e-07,0.45036627391292205
1,128,500,6,2,specific_humidity,2.4643901037833683e-07,7.335056784697729e-07,0.33597423661730025
1,128,500,6,3,specific_humidity,1.5377812028142445e-07,5.95589768955808e-07,0.25819469758694696
1,128,500,6,5,specific_humidity,2.1455574687428402e-07,4.224884578703961e-07,0.5078381264088919
1,128,500,6,7,specific_humidity,2.8625158523187997e-07,3.348673087158939e-07,0.8548209328929741
1,128,500,6,10,specific_humidity,3.696536393637114e-07,2.470444360450041e-07,1.496304249071902
1,128,500,6,20,specific_humidity,3.523509379474026e-07,1.196116131921905e-07,2.945792039283421
1,128,500,6,30,specific_humidity,1.413635737637813e-07,1.0382307119485337e-07,1.3615815072400674
1,128,500,6,50,specific_humidity,3.3523682338775876e-07,1.2568902329994858e-08,26.671925247421022
1,128,500,6,70,specific_humidity,3.3002511935810576e-07,2.414820950784697e-08,13.666649664061593
1,128,500,6,100,specific_humidity,5.113025604613277e-07,8.178295415058188e-08,6.251945356729203
1,128,500,6,125,specific_humidity,1.0076188884667029e-06,2.1831824920281115e-07,4.615367208861477
1,128,500,6,150,specific_humidity,3.228959691990288e-06,5.992997945378687e-07,5.387887200061865
1,128,500,6,175,specific_humidity,4.030120836289811e-06,1.5910159323679622e-06,2.5330486981935167
1,128,500,6,200,specific_humidity,1.4002608532426436e-05,3.764010817253872e-06,3.7201297265777753
1,128,500,6,225,specific_humidity,4.3602927283212563e-05,7.610957609189218e-06,5.728967302428256
1,128,500,6,250,specific_humidity,4.982814550640994e-05,1.317197315186294e-05,3.7828915176131104
1,128,500,6,300,specific_humidity,0.00015570979615485433,2.9177964649465544e-05,5.3365544178800866
1,128,500,6,350,specific_humidity,0.00022702778607161666,5.435803037432676e-05,4.176527083638439
1,128,500,6,400,specific_humidity,0.0005038643489511757,8.676819061223045e-05,5.807016896352721
1,128,500,6,450,specific_humidity,0.0003912026483328909,0.00012779900835098047,3.061077338397748
1,128,500,6,500,specific_humidity,0.0007017143344382657,0.00016685150995882826,4.205621720842792
1,128,500,6,550,specific_humidity,0.0011162922502089383,0.00021487303231659992,5.195124945061333
1,128,500,6,600,specific_humidity,0.0012621626401572372,0.00025206401385736966,5.007309932275503
1,128,500,6,650,specific_humidity,0.0011088745279961025,0.0002942486987821947,3.7684942451245997
1,128,500,6,700,specific_humidity,0.0009585038510613205,0.0003363237500858548,2.849943992408027
1,128,500,6,750,specific_humidity,0.0015259063086780252,0.00037860520076298974,4.0303363651712125
1,128,500,6,775,specific_humidity,0.0021257068035681944,0.00039260193803214373,5.41440731093425
1,128,500,6,800,specific_humidity,0.002562190225576129,0.00040466835784564294,6.33158035685472
1,128,500,6,825,specific_humidity,0.0017861330788329292,0.000413348603569168,4.321130066510665
1,128,500,6,850,specific_humidity,0.0018389238657284873,0.0004130505235106746,4.452055526037757
1,128,500,6,875,specific_humidity,0.0034343204257403547,0.00039473209948691704,8.700382943784843
1,128,500,6,900,specific_humidity,0.002087413591014656,0.00036987817005644063,5.643516595467454
1,128,500,6,925,specific_humidity,0.0008372935930929337,0.00034080341872750274,2.456822752011215
1,128,500,6,950,specific_humidity,0.0007438460515252552,0.000303403494668488,2.451672655708907
1,128,500,6,975,specific_humidity,0.0006350872951790582,0.0002819638950214839,2.252370982216246
1,128,500,6,1000,specific_humidity,0.0006804270504376057,0.000275698375966985,2.468012544691548
1,128,500,6,1,specific_cloud_ice_water_content,1.7531933641151508e-06,1.4206039464794252e-06,1.2341183258430026
1,128,500,6,2,specific_cloud_ice_water_content,1.7419826592507394e-06,1.4056207277356892e-06,1.2392977884275331
1,128,500,6,3,specific_cloud_ice_water_content,1.7352406045474662e-06,1.4049656067194154e-06,1.2350769273272393
1,128,500,6,5,specific_cloud_ice_water_content,1.7334481872054434e-06,1.3990578523496726e-06,1.2390110847054487
1,128,500,6,7,specific_cloud_ice_water_content,1.7496381688300194e-06,1.4027574858603023e-06,1.247284856054058
1,128,500,6,10,specific_cloud_ice_water_content,1.7384506738575294e-06,1.4106221265270812e-06,1.232399975277259
1,128,500,6,20,specific_cloud_ice_water_content,1.4430389715633733e-06,1.1857876167668038e-06,1.2169455568257637
1,128,500,6,30,specific_cloud_ice_water_content,1.270934376173552e-06,1.01028739149733e-06,1.2579929106013303
1,128,500,6,50,specific_cloud_ice_water_content,1.49726854091213e-06,7.708389414940023e-07,1.9423882997013584
1,128,500,6,70,specific_cloud_ice_water_content,1.7890285169203088e-06,6.990539799351904e-07,2.5592136920330106
1,128,500,6,100,specific_cloud_ice_water_content,1.7331571410361366e-06,9.788538346792786e-07,1.770598509841876
1,128,500,6,125,specific_cloud_ice_water_content,3.083621741814544e-06,2.300681746129077e-06,1.3403078226715939
1,128,500,6,150,specific_cloud_ice_water_content,4.47187286481655e-06,3.7490564957738998e-06,1.1927995403263303
1,128,500,6,175,specific_cloud_ice_water_content,6.078122907471982e-06,4.960764079174599e-06,1.2252392596108492
1,128,500,6,200,specific_cloud_ice_water_content,7.380770483365212e-06,6.1763666793779366e-06,1.1950019917063246
1,128,500,6,225,specific_cloud_ice_water_content,8.782509495011478e-06,7.1781582016565255e-06,1.22350458826398
1,128,500,6,250,specific_cloud_ice_water_content,9.997163190593401e-06,7.50072130594897e-06,1.3328269086153692
1,128,500,6,300,specific_cloud_ice_water_content,1.027013728816441e-05,7.689260186203563e-06,1.3356469984708776
1,128,500,6,350,specific_cloud_ice_water_content,1.001335301090328e-05,7.394346892745032e-06,1.3541903235196995
1,128,500,6,400,specific_cloud_ice_water_content,9.167506827802895e-06,6.521993740155893e-06,1.4056295042662472
1,128,500,6,450,specific_cloud_ice_water_content,7.884276417079087e-06,5.656019550027895e-06,1.3939620164573516
1,128,500,6,500,specific_cloud_ice_water_content,6.515995488700824e-06,4.817655002351666e-06,1.3525243060202814
1,128,500,6,550,specific_cloud_ice_water_content,5.474030024784204e-06,3.980803809296654e-06,1.3751067088511908
1,128,500,6,600,specific_cloud_ice_water_content,4.642438571308551e-06,3.3726014668895825e-06,1.3765156117274921
1,128,500,6,650,specific_cloud_ice_water_content,3.840962150609294e-06,2.8844669380874784e-06,1.3316020717353105
1,128,500,6,700,specific_cloud_ice_water_content,3.51134300607606e-06,2.5674993548664024e-06,1.367612030523283
1,128,500,6,750,specific_cloud_ice_water_content,3.354348872209479e-06,2.2538395465582705e-06,1.4882820196015032
1,128,500,6,775,specific_cloud_ice_water_content,2.7369693286733505e-06,2.1856198644839124e-06,1.2522622863878607
1,128,500,6,800,specific_cloud_ice_water_content,2.9686671280897192e-06,2.159897297531843e-06,1.3744482811669207
1,128,500,6,825,specific_cloud_ice_water_content,2.8227734969067275e-06,2.114584282775733e-06,1.334907064192013
1,128,500,6,850,specific_cloud_ice_water_content,2.477134023191004e-06,1.994722956575078e-06,1.2418436430110682
1,128,500,6,875,specific_cloud_ice_water_content,2.319951002480041e-06,1.7715402042323753e-06,1.3095672324779652
1,128,500,6,900,specific_cloud_ice_water_content,2.2341815500239278e-06,1.560506010189548e-06,1.4317032651175443
1,128,500,6,925,specific_cloud_ice_water_content,2.3929808256719987e-06,1.393651179751738e-06,1.717058658895032
1,128,500,6,950,specific_cloud_ice_water_content,1.8788608895798942e-06,1.2220703361723148e-06,1.5374408771468375
1,128,500,6,975,specific_cloud_ice_water_content,1.5019108836714582e-06,1.0380023373445382e-06,1.4469243754438073
1,128,500,6,1000,specific_cloud_ice_water_content,1.5019535790073828e-06,9.404953549931882e-07,1.596981389682952
1,128,500,6,1,specific_cloud_liquid_water_content,4.888713062521217e-06,2.607430654687599e-06,1.8749158501041487
1,128,500,6,2,specific_cloud_liquid_water_content,4.879712279819812e-06,2.6116698308202425e-06,1.8684261778554334
1,128,500,6,3,specific_cloud_liquid_water_content,4.873377878798023e-06,2.5949910173011508e-06,1.877994122641105
1,128,500,6,5,specific_cloud_liquid_water_content,4.877197777476101e-06,2.6077422040062975e-06,1.8702760456855045
1,128,500,6,7,specific_cloud_liquid_water_content,4.8761569868162954e-06,2.625027431847605e-06,1.8575642020564527
1,128,500,6,10,specific_cloud_liquid_water_content,4.857978819389276e-06,2.5969440454393827e-06,1.8706520950732861
1,128,500,6,20,specific_cloud_liquid_water_content,4.444205810816086e-06,2.2785213747666373e-06,1.950477998597338
1,128,500,6,30,specific_cloud_liquid_water_content,4.052294494567632e-06,1.9447560652356706e-06,2.0837032299351974
1,128,500,6,50,specific_cloud_liquid_water_content,5.957722398240948e-06,1.9026943828573445e-06,3.131203020263308
1,128,500,6,70,specific_cloud_liquid_water_content,7.48894290510559e-06,1.5165505909421657e-06,4.938142485871864
1,128,500,6,100,specific_cloud_liquid_water_content,6.460901147164277e-06,1.5032028760004338e-06,4.298089932048808
1,128,500,6,125,specific_cloud_liquid_water_content,4.663338853229722e-06,1.3879582471183588e-06,3.359855285929256
1,128,500,6,150,specific_cloud_liquid_water_content,4.111105943742287e-06,1.480373494315754e-06,2.7770734612095227
1,128,500,6,175,specific_cloud_liquid_water_content,2.5786935942935437e-06,1.6357976890769738e-06,1.5764135207628365
1,128,500,6,200,specific_cloud_liquid_water_content,2.7907603118413156e-06,1.8112852966820385e-06,1.5407624171374361
1,128,500,6,225,specific_cloud_liquid_water_content,2.428339639797905e-06,1.6772163907512642e-06,1.4478392014224206
1,128,500,6,250,specific_cloud_liquid_water_content,2.5744684358249856e-06,1.7577519747550994e-06,1.4646369185184254
1,128,500,6,300,specific_cloud_liquid_water_content,3.4593970860125857e-06,2.2215981351880656e-06,1.557166001905982
1,128,500,6,350,specific_cloud_liquid_water_content,3.7649618291117748e-06,2.753910700547746e-06,1.3671328661321274
1,128,500,6,400,specific_cloud_liquid_water_content,5.431504277305743e-06,3.771407205589865e-06,1.440179747563544
1,128,500,6,450,specific_cloud_liquid_water_content,7.543092430840979e-06,5.561933571204527e-06,1.3561996622709394
1,128,500,6,500,specific_cloud_liquid_water_content,1.0676641900646195e-05,8.249067358806768e-06,1.2942847277453406
1,128,500,6,550,specific_cloud_liquid_water_content,1.2681087848886588e-05,1.1006397365588961e-05,1.1521560986461816
1,128,500,6,600,specific_cloud_liquid_water_content,1.34737147283163e-05,9.540017729517219e-06,1.4123364453116325
1,128,500,6,650,specific_cloud_liquid_water_content,1.445747273662428e-05,9.543024885674254e-06,1.514977998048341
1,128,500,6,700,specific_cloud_liquid_water_content,1.583881651164439e-05,1.0752393249598763e-05,1.4730503380943059
1,128,500,6,750,specific_cloud_liquid_water_content,2.013143257171207e-05,1.2409822064669506e-05,1.6222176649112336
1,128,500,6,775,specific_cloud_liquid_water_content,2.4501782330173586e-05,1.307133403266907e-05,1.8744668500503847
1,128,500,6,800,specific_cloud_liquid_water_content,3.4129366055213354e-05,1.4138016620359287e-05,2.414013717176266
1,128,500,6,825,specific_cloud_liquid_water_content,5.815268341082169e-05,1.60658139419533e-05,3.619653733133637
1,128,500,6,850,specific_cloud_liquid_water_content,0.0001543638495174887,1.7874178422521548e-05,8.636136770515256
1,128,500,6,875,specific_cloud_liquid_water_content,0.0002234517007513905,1.8107670967379836e-05,12.340167940643985
1,128,500,6,900,specific_cloud_liquid_water_content,8.394660524953541e-05,1.7254756612115812e-05,4.865128331661916
1,128,500,6,925,specific_cloud_liquid_water_content,3.61009377040263e-05,1.5449699350835324e-05,2.3366757426301903
1,128,500,6,950,specific_cloud_liquid_water_content,2.956671978067169e-05,1.305610728390447e-05,2.264589217731188
1,128,500,6,975,specific_cloud_liquid_water_content,2.1022006462343274e-05,9.737965528549028e-06,2.1587678042926473
1,128,500,6,1000,specific_cloud_liquid_water_content,1.3476350206539135e-05,7.395349420625011e-06,1.8222736263082746
1,128,600,6,1,geopotential,3001.89343086087,30017.112690917347,0.10000606859730352
